xmin,ymin,xmax,ymax,confidence,class
333,187,341,195,1.0,Giovanni; Italian astronomer (1779-1851).
326,186,334,194,1.0,Giovanni; Italian astronomer (1779-1851).
329,194,337,202,1.0,Giovanni; Italian astronomer (1779-1851).
327,196,335,204,1.0,Giovanni; Italian astronomer (1779-1851).
328,195,336,203,1.0,Giovanni; Italian astronomer (1779-1851).
327,194,335,202,1.0,Giovanni; Italian astronomer (1779-1851).
336,189,344,197,1.0,Giovanni; Italian astronomer (1779-1851).
332,193,340,201,1.0,Giovanni; Italian astronomer (1779-1851).
205,157,213,165,1.0,Imre; Hungarian-American astronomer (1929-1965).
328,192,336,200,1.0,Giovanni; Italian astronomer (1779-1851).
146,133,154,141,1.0,St. Isidore of Seville; Spanish astronomer and encyclopaedist (c. 560-636).
147,129,155,137,1.0,St. Isidore of Seville; Spanish astronomer and encyclopaedist (c. 560-636).
147,136,155,144,1.0,St. Isidore of Seville; Spanish astronomer and encyclopaedist (c. 560-636).
147,107,155,115,1.0,"Janszoon, Zacharias; Dutch optician (1580-c. 1638)."
147,137,155,145,1.0,St. Isidore of Seville; Spanish astronomer and encyclopaedist (c. 560-636).
352,38,360,46,1.0,Sir John Frederick William; British astronomer (1792-1871).
364,118,372,126,1.0,"Erasmus; German astronomer, mathematician (1511-1553)."
352,37,360,45,1.0,Sir John Frederick William; British astronomer (1792-1871).
354,40,362,48,1.0,Sir John Frederick William; British astronomer (1792-1871).
351,34,359,42,1.0,Sir John Frederick William; British astronomer (1792-1871).
351,37,359,45,1.0,Sir John Frederick William; British astronomer (1792-1871).
356,42,364,50,1.0,Sir John Frederick William; British astronomer (1792-1871).
356,38,364,46,1.0,Sir John Frederick William; British astronomer (1792-1871).
356,33,364,41,1.0,Sir John Frederick William; British astronomer (1792-1871).
358,34,366,42,1.0,Sir John Frederick William; British astronomer (1792-1871).
262,94,270,102,1.0,John; Scottish astronomer (1887-1958).
262,88,270,96,1.0,John; Scottish astronomer (1887-1958).
135,207,143,215,1.0,Karl Gustav Jacob; German mathematician (1804-1851).
131,209,139,217,1.0,Karl Gustav Jacob; German mathematician (1804-1851).
131,210,139,218,1.0,Karl Gustav Jacob; German mathematician (1804-1851).
132,207,140,215,1.0,Karl Gustav Jacob; German mathematician (1804-1851).
195,157,203,165,1.0,Marian Albertovich; Russian astronomer (1821-1884). (Spelling changed from Koval'skij.)
130,207,138,215,1.0,Karl Gustav Jacob; German mathematician (1804-1851).
133,207,141,215,1.0,Karl Gustav Jacob; German mathematician (1804-1851).
131,207,139,215,1.0,Karl Gustav Jacob; German mathematician (1804-1851).
131,206,139,214,1.0,Karl Gustav Jacob; German mathematician (1804-1851).
131,205,139,213,1.0,Karl Gustav Jacob; German mathematician (1804-1851).
195,155,203,163,1.0,Marian Albertovich; Russian astronomer (1821-1884). (Spelling changed from Koval'skij.)
134,202,142,210,1.0,Karl Gustav Jacob; German mathematician (1804-1851).
132,206,140,214,1.0,Karl Gustav Jacob; German mathematician (1804-1851).
132,204,140,212,1.0,Karl Gustav Jacob; German mathematician (1804-1851).
132,203,140,211,1.0,Karl Gustav Jacob; German mathematician (1804-1851).
133,205,141,213,1.0,Karl Gustav Jacob; German mathematician (1804-1851).
153,195,161,203,1.0,Pierre Jules César; French astronomer (1824-1907).
154,193,162,201,1.0,Pierre Jules César; French astronomer (1824-1907).
147,185,155,193,1.0,Pierre Jules César; French astronomer (1824-1907).
191,198,199,206,1.0,Sir James Hopwood; British mathematical physicist (1877-1946).
133,202,141,210,1.0,Karl Gustav Jacob; German mathematician (1804-1851).
279,74,287,82,1.0,Daniel O'Donnell; American rocketry scientist (1921-1964).
213,86,221,94,1.0,Felicjan; Polish astronomer (1885-1966).
134,205,142,213,1.0,Karl Gustav Jacob; German mathematician (1804-1851).
194,154,202,162,1.0,Marian Albertovich; Russian astronomer (1821-1884). (Spelling changed from Koval'skij.)
134,203,142,211,1.0,Karl Gustav Jacob; German mathematician (1804-1851).
133,202,141,210,1.0,Karl Gustav Jacob; German mathematician (1804-1851).
361,121,369,129,1.0,"Erasmus; German astronomer, mathematician (1511-1553)."
131,203,139,211,1.0,Karl Gustav Jacob; German mathematician (1804-1851).
132,208,140,216,1.0,Karl Gustav Jacob; German mathematician (1804-1851).
174,146,182,154,1.0,Jacobus Cornelis; Dutch astronomer (1851-1922).
143,103,151,111,1.0,"Janszoon, Zacharias; Dutch optician (1580-c. 1638)."
194,157,202,165,1.0,Marian Albertovich; Russian astronomer (1821-1884). (Spelling changed from Koval'skij.)
195,153,203,161,1.0,Marian Albertovich; Russian astronomer (1821-1884). (Spelling changed from Koval'skij.)
328,100,336,108,1.0,"Wolfgang Ludwig; German-Russian astronomer, physicist (1743-1814)."
144,107,152,115,1.0,"Janszoon, Zacharias; Dutch optician (1580-c. 1638)."
145,103,153,111,1.0,"Janszoon, Zacharias; Dutch optician (1580-c. 1638)."
144,102,152,110,1.0,"Janszoon, Zacharias; Dutch optician (1580-c. 1638)."
190,203,198,211,1.0,Sir James Hopwood; British mathematical physicist (1877-1946).
188,207,196,215,1.0,Sir James Hopwood; British mathematical physicist (1877-1946).
185,204,193,212,1.0,Sir James Hopwood; British mathematical physicist (1877-1946).
185,201,193,209,1.0,Sir James Hopwood; British mathematical physicist (1877-1946).
187,199,195,207,1.0,Sir James Hopwood; British mathematical physicist (1877-1946).
146,106,154,114,1.0,"Janszoon, Zacharias; Dutch optician (1580-c. 1638)."
144,109,152,117,1.0,"Janszoon, Zacharias; Dutch optician (1580-c. 1638)."
189,111,197,119,1.0,Karl Guthe; American radio engineer (1905-1950).
148,185,156,193,1.0,Pierre Jules César; French astronomer (1824-1907).
173,142,181,150,1.0,Jacobus Cornelis; Dutch astronomer (1851-1922).
150,185,158,193,1.0,Pierre Jules César; French astronomer (1824-1907).
148,184,156,192,1.0,Pierre Jules César; French astronomer (1824-1907).
153,193,161,201,1.0,Pierre Jules César; French astronomer (1824-1907).
152,193,160,201,1.0,Pierre Jules César; French astronomer (1824-1907).
153,194,161,202,1.0,Pierre Jules César; French astronomer (1824-1907).
327,102,335,110,1.0,"Wolfgang Ludwig; German-Russian astronomer, physicist (1743-1814)."
351,188,359,196,1.0,Arthur Butler Phillips; Scottish astronomer (1860-1926).
351,186,359,194,1.0,Arthur Butler Phillips; Scottish astronomer (1860-1926).
153,190,161,198,1.0,Pierre Jules César; French astronomer (1824-1907).
154,189,162,197,1.0,Pierre Jules César; French astronomer (1824-1907).
154,189,162,197,1.0,Pierre Jules César; French astronomer (1824-1907).
149,183,157,191,1.0,Pierre Jules César; French astronomer (1824-1907).
146,182,154,190,1.0,Pierre Jules César; French astronomer (1824-1907).
128,122,136,130,1.0,"Georg Joachim von Lauchen of Rhaetia; Hungarian astronomer, mathematician (1514-1576)."
139,137,147,145,1.0,Immanuel; German philosopher (1724-1804).
152,188,160,196,1.0,Pierre Jules César; French astronomer (1824-1907).
188,196,196,204,1.0,Sir James Hopwood; British mathematical physicist (1877-1946).
192,189,200,197,1.0,Edward; British doctor (1749-1823).
190,177,198,185,1.0,Edward; British doctor (1749-1823).
191,178,199,186,1.0,Edward; British doctor (1749-1823).
189,92,197,100,1.0,Frederic Joliot-Curie; French physicist; Nobel laureate (1900-1958).
129,172,137,180,1.0,Frederick; Dutch astronomer (1808-1872).
143,36,151,44,1.0,Elisha Kent; American explorer (1820-1857).
140,39,148,47,1.0,Elisha Kent; American explorer (1820-1857).
142,39,150,47,1.0,Elisha Kent; American explorer (1820-1857).
137,137,145,145,1.0,Immanuel; German philosopher (1724-1804).
137,140,145,148,1.0,Immanuel; German philosopher (1724-1804).
137,137,145,145,1.0,Immanuel; German philosopher (1724-1804).
138,137,146,145,1.0,Immanuel; German philosopher (1724-1804).
272,66,280,74,1.0,Leonid Alekseevich; Soviet mineralogist (1883-1942).
272,68,280,76,1.0,Leonid Alekseevich; Soviet mineralogist (1883-1942).
270,66,278,74,1.0,Leonid Alekseevich; Soviet mineralogist (1883-1942).
169,135,177,143,1.0,"Langren, Michel Florent van; Belgian selenographer, engineer (c. 1600-1675)."
168,130,176,138,1.0,"Langren, Michel Florent van; Belgian selenographer, engineer (c. 1600-1675)."
138,140,146,148,1.0,Immanuel; German philosopher (1724-1804).
170,133,178,141,1.0,"Langren, Michel Florent van; Belgian selenographer, engineer (c. 1600-1675)."
136,141,144,149,1.0,Immanuel; German philosopher (1724-1804).
136,139,144,147,1.0,Immanuel; German philosopher (1724-1804).
137,142,145,150,1.0,Immanuel; German philosopher (1724-1804).
138,140,146,148,1.0,Immanuel; German philosopher (1724-1804).
136,138,144,146,1.0,Immanuel; German philosopher (1724-1804).
173,136,181,144,1.0,Jacobus Cornelis; Dutch astronomer (1851-1922).
174,144,182,152,1.0,Jacobus Cornelis; Dutch astronomer (1851-1922).
174,144,182,152,1.0,Jacobus Cornelis; Dutch astronomer (1851-1922).
356,163,364,171,1.0,Named for Promontorium Kelvin.
357,161,365,169,1.0,Named for Promontorium Kelvin.
128,124,136,132,1.0,"Georg Joachim von Lauchen of Rhaetia; Hungarian astronomer, mathematician (1514-1576)."
354,162,362,170,1.0,Named for Promontorium Kelvin.
206,144,214,152,1.0,Yury Vasilyevich; Soviet rocketry scientist (1897-1942).
205,146,213,154,1.0,Yury Vasilyevich; Soviet rocketry scientist (1897-1942).
362,159,370,167,1.0,"Rudolf; Austrian mathematician, astronomer (1865-1927)."
318,148,326,156,1.0,August; German astronomer (1882-1960).
318,150,326,158,1.0,August; German astronomer (1882-1960).
316,152,324,160,1.0,August; German astronomer (1882-1960).
316,146,324,154,1.0,August; German astronomer (1882-1960).
174,144,182,152,1.0,Jacobus Cornelis; Dutch astronomer (1851-1922).
175,142,183,150,1.0,Jacobus Cornelis; Dutch astronomer (1851-1922).
164,141,172,149,1.0,"Langren, Michel Florent van; Belgian selenographer, engineer (c. 1600-1675)."
130,189,138,197,1.0,"Liceti, Fortunio; Italian physicist, philosopher, doctor (1577-1657)."
178,17,186,25,1.0,August Heinrich; German geographer (1822-1878).
304,25,312,33,1.0,Bertil; Swedish astronomer (1895-1965).
308,20,316,28,1.0,Bertil; Swedish astronomer (1895-1965).
347,152,355,160,1.0,"Mersenne, Marin; French mathematician, physicist (1588-1648)."
346,156,354,164,1.0,"Mersenne, Marin; French mathematician, physicist (1588-1648)."
248,23,256,31,1.0,Alexander Petrovich; Soviet geologist (1846-1936).
212,81,220,89,1.0,Felicjan; Polish astronomer (1885-1966).
178,130,186,138,1.0,"Abraham Gotthelf; German mathematician, physicist (1719-1800)."
181,132,189,140,1.0,"Abraham Gotthelf; German mathematician, physicist (1719-1800)."
178,135,186,143,1.0,"Abraham Gotthelf; German mathematician, physicist (1719-1800)."
179,135,187,143,1.0,"Abraham Gotthelf; German mathematician, physicist (1719-1800)."
182,133,190,141,1.0,"Abraham Gotthelf; German mathematician, physicist (1719-1800)."
183,135,191,143,1.0,"Abraham Gotthelf; German mathematician, physicist (1719-1800)."
297,139,305,147,1.0,William Maybrick; American astronomer (1878-1948).
240,142,248,150,1.0,James Edward; American astronomer (1857-1900).
236,139,244,147,1.0,James Edward; American astronomer (1857-1900).
235,136,243,144,1.0,James Edward; American astronomer (1857-1900).
281,106,289,114,1.0,Friedrich August; German chemist (1829-1896).
236,136,244,144,1.0,James Edward; American astronomer (1857-1900).
282,104,290,112,1.0,Friedrich August; German chemist (1829-1896).
279,97,287,105,1.0,Friedrich August; German chemist (1829-1896).
357,163,365,171,1.0,Named for Promontorium Kelvin.
356,163,364,171,1.0,Named for Promontorium Kelvin.
355,161,363,169,1.0,Named for Promontorium Kelvin.
215,81,223,89,1.0,Felicjan; Polish astronomer (1885-1966).
354,113,362,121,1.0,Johannes; German astronomer (1571-1630).
169,158,177,166,1.0,"Petau, Denis; French chronologist, astronomer (1583-1652)."
186,17,194,25,1.0,August Heinrich; German geographer (1822-1878).
169,20,177,28,1.0,August Heinrich; German geographer (1822-1878).
164,22,172,30,1.0,August Heinrich; German geographer (1822-1878).
171,14,179,22,1.0,August Heinrich; German geographer (1822-1878).
161,20,169,28,1.0,August Heinrich; German geographer (1822-1878).
128,189,136,197,1.0,"Liceti, Fortunio; Italian physicist, philosopher, doctor (1577-1657)."
129,190,137,198,1.0,"Liceti, Fortunio; Italian physicist, philosopher, doctor (1577-1657)."
354,112,362,120,1.0,Johannes; German astronomer (1571-1630).
350,109,358,117,1.0,Johannes; German astronomer (1571-1630).
350,113,358,121,1.0,Johannes; German astronomer (1571-1630).
343,98,351,106,1.0,"Mayer, Simon; German astronomer (1573-1624)."
355,111,363,119,1.0,Johannes; German astronomer (1571-1630).
203,143,211,151,1.0,Orest Danilovich; Soviet physicist (1852-1934).
276,121,284,129,1.0,Nikolaj Ivanovich; Russian rocketry scientist (1853-1881).
273,125,281,133,1.0,Nikolaj Ivanovich; Russian rocketry scientist (1853-1881).
272,123,280,131,1.0,Nikolaj Ivanovich; Russian rocketry scientist (1853-1881).
366,159,374,167,1.0,"Johann; German mathematician, astronomer (1713-1781)."
363,164,371,172,1.0,"Johann; German mathematician, astronomer (1713-1781)."
268,129,276,137,1.0,Sergey Pavlovich; Soviet rocketry scientist (1906-1966).
268,132,276,140,1.0,Sergey Pavlovich; Soviet rocketry scientist (1906-1966).
138,212,146,220,1.0,Adolph Gottfried; German selenographer (1814-1887).
137,211,145,219,1.0,Adolph Gottfried; German selenographer (1814-1887).
135,208,143,216,1.0,Adolph Gottfried; German selenographer (1814-1887).
138,210,146,218,1.0,Adolph Gottfried; German selenographer (1814-1887).
137,210,145,218,1.0,Adolph Gottfried; German selenographer (1814-1887).
138,209,146,217,1.0,Adolph Gottfried; German selenographer (1814-1887).
133,212,141,220,1.0,Adolph Gottfried; German selenographer (1814-1887).
133,211,141,219,1.0,Adolph Gottfried; German selenographer (1814-1887).
209,114,217,122,1.0,Arthur Scott; American physicist (1876-1957); Edward Skinner; American astronomer (1861-1931).
271,125,279,133,1.0,Sergey Pavlovich; Soviet rocketry scientist (1906-1966).
272,124,280,132,1.0,Sergey Pavlovich; Soviet rocketry scientist (1906-1966).
375,68,383,76,1.0,Gottfried; German astronomer (1639-1710).
270,128,278,136,1.0,Sergey Pavlovich; Soviet rocketry scientist (1906-1966).
271,130,279,138,1.0,Sergey Pavlovich; Soviet rocketry scientist (1906-1966).
268,136,276,144,1.0,Sergey Pavlovich; Soviet rocketry scientist (1906-1966).
374,70,382,78,1.0,Gottfried; German astronomer (1639-1710).
330,172,338,180,1.0,Joseph Louis; Italian mathematician (1736-1813).
329,167,337,175,1.0,Joseph Louis; Italian mathematician (1736-1813).
333,169,341,177,1.0,Joseph Louis; Italian mathematician (1736-1813).
327,169,335,177,1.0,Joseph Louis; Italian mathematician (1736-1813).
325,168,333,176,1.0,Joseph Louis; Italian mathematician (1736-1813).
138,209,146,217,1.0,Adolph Gottfried; German selenographer (1814-1887).
136,207,144,215,1.0,Adolph Gottfried; German selenographer (1814-1887).
137,208,145,216,1.0,Adolph Gottfried; German selenographer (1814-1887).
134,210,142,218,1.0,Adolph Gottfried; German selenographer (1814-1887).
134,211,142,219,1.0,Adolph Gottfried; German selenographer (1814-1887).
138,212,146,220,1.0,Adolph Gottfried; German selenographer (1814-1887).
176,90,184,98,1.0,Greek biographer (c. A.D.46-c. 120).
132,209,140,217,1.0,Adolph Gottfried; German selenographer (1814-1887).
210,119,218,127,1.0,Arthur Scott; American physicist (1876-1957); Edward Skinner; American astronomer (1861-1931).
375,72,383,80,1.0,Gottfried; German astronomer (1639-1710).
377,68,385,76,1.0,Gottfried; German astronomer (1639-1710).
372,67,380,75,1.0,Gottfried; German astronomer (1639-1710).
353,219,361,227,1.0,Athanasius; German humanitarian (1601-1680).
349,217,357,225,1.0,Athanasius; German humanitarian (1601-1680).
349,216,357,224,1.0,Athanasius; German humanitarian (1601-1680).
171,142,179,150,1.0,Gabriel; French mathematician (1795-1870).
344,219,352,227,1.0,Athanasius; German humanitarian (1601-1680).
344,222,352,230,1.0,Athanasius; German humanitarian (1601-1680).
352,218,360,226,1.0,Athanasius; German humanitarian (1601-1680).
152,80,160,88,1.0,Gustav Robert; German physicist (1824-1887).
262,25,270,33,1.0,Daniel; American astronomer (1814-1895).
152,80,160,88,1.0,Gustav Robert; German physicist (1824-1887).
153,79,161,87,1.0,Gustav Robert; German physicist (1824-1887).
152,81,160,89,1.0,Gustav Robert; German physicist (1824-1887).
126,140,134,148,1.0,Hermann Joseph; German astronomer (1844-1914).
267,22,275,30,1.0,Daniel; American astronomer (1814-1895).
364,220,372,228,1.0,"Martin Heinrich; German chemist, mineralogist (1743-1817)."
362,226,370,234,1.0,"Martin Heinrich; German chemist, mineralogist (1743-1817)."
365,222,373,230,1.0,"Martin Heinrich; German chemist, mineralogist (1743-1817)."
365,224,373,232,1.0,"Martin Heinrich; German chemist, mineralogist (1743-1817)."
357,221,365,229,1.0,"Martin Heinrich; German chemist, mineralogist (1743-1817)."
356,222,364,230,1.0,"Martin Heinrich; German chemist, mineralogist (1743-1817)."
353,223,361,231,1.0,"Martin Heinrich; German chemist, mineralogist (1743-1817)."
125,141,133,149,1.0,Hermann Joseph; German astronomer (1844-1914).
125,141,133,149,1.0,Hermann Joseph; German astronomer (1844-1914).
278,69,286,77,1.0,Daniel O'Donnell; American rocketry scientist (1921-1964).
278,68,286,76,1.0,Daniel O'Donnell; American rocketry scientist (1921-1964).
233,107,241,115,1.0,Arnold; German astronomer (1883-1969).
228,186,236,194,1.0,Robert; German doctor; Nobel laureate (1843-1910).
229,183,237,191,1.0,Robert; German doctor; Nobel laureate (1843-1910).
232,105,240,113,1.0,Arnold; German astronomer (1883-1969).
231,101,239,109,1.0,Arnold; German astronomer (1883-1969).
206,99,214,107,1.0,Sergey Konstantinovich; Soviet astronomer (1867-1936).
266,135,274,143,1.0,Sergey Pavlovich; Soviet rocketry scientist (1906-1966).
267,129,275,137,1.0,Sergey Pavlovich; Soviet rocketry scientist (1906-1966).
264,125,272,133,1.0,Sergey Pavlovich; Soviet rocketry scientist (1906-1966).
265,124,273,132,1.0,Sergey Pavlovich; Soviet rocketry scientist (1906-1966).
209,100,217,108,1.0,Sergey Konstantinovich; Soviet astronomer (1867-1936).
257,118,265,126,1.0,Theodosy Nicolaevich; Soviet geodesist (1878-1948).
197,156,205,164,1.0,Marian Albertovich; Russian astronomer (1821-1884). (Spelling changed from Koval'skij.)
211,101,219,109,1.0,Sergey Konstantinovich; Soviet astronomer (1867-1936).
373,113,381,121,1.0,Johann Hieronymus; German astronomer (1745-1816).
211,102,219,110,1.0,Sergey Konstantinovich; Soviet astronomer (1867-1936).
291,77,299,85,1.0,Sofya Vasilyevna; Russian mathematician (1850-1891).
159,27,167,35,1.0,Samuel Heinrich; German astronomer (1789-1875).
286,82,294,90,1.0,Sofya Vasilyevna; Russian mathematician (1850-1891).
328,101,336,109,1.0,"Wolfgang Ludwig; German-Russian astronomer, physicist (1743-1814)."
196,153,204,161,1.0,Marian Albertovich; Russian astronomer (1821-1884). (Spelling changed from Koval'skij.)
197,153,205,161,1.0,Marian Albertovich; Russian astronomer (1821-1884). (Spelling changed from Koval'skij.)
326,100,334,108,1.0,"Wolfgang Ludwig; German-Russian astronomer, physicist (1743-1814)."
359,121,367,129,1.0,Georg Karl Friedrich; German astronomer (1786-1846).
325,101,333,109,1.0,"Wolfgang Ludwig; German-Russian astronomer, physicist (1743-1814)."
326,98,334,106,1.0,"Wolfgang Ludwig; German-Russian astronomer, physicist (1743-1814)."
333,99,341,107,1.0,"Wolfgang Ludwig; German-Russian astronomer, physicist (1743-1814)."
290,46,298,54,1.0,Hendrik Anthony; Dutch physicist (1894-1952).
289,52,297,60,1.0,Hendrik Anthony; Dutch physicist (1894-1952).
285,49,293,57,1.0,Hendrik Anthony; Dutch physicist (1894-1952).
352,69,360,77,1.0,Jean Jacques D'Ortous De; French geophysicist (1678-1771).
285,47,293,55,1.0,Hendrik Anthony; Dutch physicist (1894-1952).
322,166,330,174,1.0,Aleksander V.; Russian astronomer (1866-1907).
322,165,330,173,1.0,Aleksander V.; Russian astronomer (1866-1907).
322,161,330,169,1.0,Aleksander V.; Russian astronomer (1866-1907).
322,172,330,180,1.0,Aleksander V.; Russian astronomer (1866-1907).
256,115,264,123,1.0,Theodosy Nicolaevich; Soviet geodesist (1878-1948).
257,120,265,128,1.0,Theodosy Nicolaevich; Soviet geodesist (1878-1948).
256,119,264,127,1.0,Theodosy Nicolaevich; Soviet geodesist (1878-1948).
358,121,366,129,1.0,Georg Karl Friedrich; German astronomer (1786-1846).
255,124,263,132,1.0,Theodosy Nicolaevich; Soviet geodesist (1878-1948).
254,122,262,130,1.0,Theodosy Nicolaevich; Soviet geodesist (1878-1948).
358,122,366,130,1.0,Georg Karl Friedrich; German astronomer (1786-1846).
253,122,261,130,1.0,Theodosy Nicolaevich; Soviet geodesist (1878-1948).
255,115,263,123,1.0,Theodosy Nicolaevich; Soviet geodesist (1878-1948).
348,84,356,92,1.0,Johann Nepomuk; German selenographer (1865-1902).
254,118,262,126,1.0,Theodosy Nicolaevich; Soviet geodesist (1878-1948).
327,172,335,180,1.0,Joseph Louis; Italian mathematician (1736-1813).
357,42,365,50,1.0,"Charles-Marie de; French astronomer, physicist (1701-1774)."
343,57,351,65,1.0,"Jacques D'Allonville, Chevalier de Louville; French astronomer, mathematician (1671-1732)."
356,124,364,132,1.0,Georg Karl Friedrich; German astronomer (1786-1846).
347,62,355,70,1.0,"Jacques D'Allonville, Chevalier de Louville; French astronomer, mathematician (1671-1732)."
340,57,348,65,1.0,"Jacques D'Allonville, Chevalier de Louville; French astronomer, mathematician (1671-1732)."
359,45,367,53,1.0,"Charles-Marie de; French astronomer, physicist (1701-1774)."
342,59,350,67,1.0,"Jacques D'Allonville, Chevalier de Louville; French astronomer, mathematician (1671-1732)."
197,203,205,211,1.0,Franz Xaver; German-Babylonian chronologist (1862-1929).
217,133,225,141,1.0,"Augustus Edward Hough; British mathematician, geophysicist (1863-1940)."
124,153,132,161,1.0,Nicholas-Louis De; French astronomer (1713-1762).
262,69,270,77,1.0,"Aleksei Nikolaevich; Soviet mathematician, mechanical engineer (1863-1945)."
263,71,271,79,1.0,"Aleksei Nikolaevich; Soviet mathematician, mechanical engineer (1863-1945)."
194,202,202,210,1.0,Franz Xaver; German-Babylonian chronologist (1862-1929).
222,69,230,77,1.0,Igor' Vasil'evich; Soviet nuclear physicist (1903-1960).
223,66,231,74,1.0,Igor' Vasil'evich; Soviet nuclear physicist (1903-1960).
223,65,231,73,1.0,Igor' Vasil'evich; Soviet nuclear physicist (1903-1960).
224,66,232,74,1.0,Igor' Vasil'evich; Soviet nuclear physicist (1903-1960).
124,156,132,164,1.0,Nicholas-Louis De; French astronomer (1713-1762).
365,52,373,60,1.0,Named for Promontorium Laplace.
124,154,132,162,1.0,Nicholas-Louis De; French astronomer (1713-1762).
125,157,133,165,1.0,Nicholas-Louis De; French astronomer (1713-1762).
125,157,133,165,1.0,Nicholas-Louis De; French astronomer (1713-1762).
126,157,134,165,1.0,Nicholas-Louis De; French astronomer (1713-1762).
359,188,367,196,1.0,Arthur Butler Phillips; Scottish astronomer (1860-1926).
335,170,343,178,1.0,Joseph Louis; Italian mathematician (1736-1813).
171,135,179,143,1.0,"Langren, Michel Florent van; Belgian selenographer, engineer (c. 1600-1675)."
124,159,132,167,1.0,Nicholas-Louis De; French astronomer (1713-1762).
171,134,179,142,1.0,"Langren, Michel Florent van; Belgian selenographer, engineer (c. 1600-1675)."
357,187,365,195,1.0,Arthur Butler Phillips; Scottish astronomer (1860-1926).
124,156,132,164,1.0,Nicholas-Louis De; French astronomer (1713-1762).
356,188,364,196,1.0,Arthur Butler Phillips; Scottish astronomer (1860-1926).
354,185,362,193,1.0,Arthur Butler Phillips; Scottish astronomer (1860-1926).
125,153,133,161,1.0,Nicholas-Louis De; French astronomer (1713-1762).
124,153,132,161,1.0,Nicholas-Louis De; French astronomer (1713-1762).
124,159,132,167,1.0,Nicholas-Louis De; French astronomer (1713-1762).
125,155,133,163,1.0,Nicholas-Louis De; French astronomer (1713-1762).
124,155,132,163,1.0,Nicholas-Louis De; French astronomer (1713-1762).
357,40,365,48,1.0,"Charles-Marie de; French astronomer, physicist (1701-1774)."
358,49,366,57,1.0,"Charles-Marie de; French astronomer, physicist (1701-1774)."
358,47,366,55,1.0,"Charles-Marie de; French astronomer, physicist (1701-1774)."
357,41,365,49,1.0,"Charles-Marie de; French astronomer, physicist (1701-1774)."
321,71,329,79,1.0,Antoine Laurent; French chemist (1743-1794).
361,48,369,56,1.0,"Charles-Marie de; French astronomer, physicist (1701-1774)."
361,187,369,195,1.0,Giulio Cesare; Italian philosopher (1571-1624).
366,44,374,52,1.0,"Charles-Marie de; French astronomer, physicist (1701-1774)."
338,178,346,186,1.0,Sylvestre Francois; French mathematician (1765-1843).
334,170,342,178,1.0,Joseph Louis; Italian mathematician (1736-1813).
129,125,137,133,1.0,Heinrich Eduard von; German astronomer (1817-1904).
330,164,338,172,1.0,Joseph Louis; Italian mathematician (1736-1813).
331,164,339,172,1.0,Joseph Louis; Italian mathematician (1736-1813).
333,170,341,178,1.0,Joseph Louis; Italian mathematician (1736-1813).
361,50,369,58,1.0,"Charles-Marie de; French astronomer, physicist (1701-1774)."
360,47,368,55,1.0,"Charles-Marie de; French astronomer, physicist (1701-1774)."
361,47,369,55,1.0,"Charles-Marie de; French astronomer, physicist (1701-1774)."
361,45,369,53,1.0,"Charles-Marie de; French astronomer, physicist (1701-1774)."
363,48,371,56,1.0,"Charles-Marie de; French astronomer, physicist (1701-1774)."
362,49,370,57,1.0,"Charles-Marie de; French astronomer, physicist (1701-1774)."
364,45,372,53,1.0,"Charles-Marie de; French astronomer, physicist (1701-1774)."
362,42,370,50,1.0,"Charles-Marie de; French astronomer, physicist (1701-1774)."
358,39,366,47,1.0,"Charles-Marie de; French astronomer, physicist (1701-1774)."
363,46,371,54,1.0,"Charles-Marie de; French astronomer, physicist (1701-1774)."
362,46,370,54,1.0,"Charles-Marie de; French astronomer, physicist (1701-1774)."
364,42,372,50,1.0,"Charles-Marie de; French astronomer, physicist (1701-1774)."
130,123,138,131,1.0,Heinrich Eduard von; German astronomer (1817-1904).
363,83,371,91,1.0,"Philippe De; French mathematician, astronomer (1640-1718)."
363,84,371,92,1.0,"Philippe De; French mathematician, astronomer (1640-1718)."
177,137,185,145,1.0,"Jean Francois de Galoup, Comte De La Pérouse; French explorer (1741-1788)."
178,139,186,147,1.0,"Jean Francois de Galoup, Comte De La Pérouse; French explorer (1741-1788)."
179,138,187,146,1.0,"Jean Francois de Galoup, Comte De La Pérouse; French explorer (1741-1788)."
340,173,348,181,1.0,Sylvestre Francois; French mathematician (1765-1843).
336,176,344,184,1.0,Sylvestre Francois; French mathematician (1765-1843).
336,181,344,189,1.0,Sylvestre Francois; French mathematician (1765-1843).
338,173,346,181,1.0,Sylvestre Francois; French mathematician (1765-1843).
373,128,381,136,1.0,Joseph Jérôme Le François de; French astronomer (1732-1807).
339,100,347,108,1.0,"Mayer, Simon; German astronomer (1573-1624)."
166,163,174,171,1.0,"Petau, Denis; French chronologist, astronomer (1583-1652)."
338,174,346,182,1.0,Sylvestre Francois; French mathematician (1765-1843).
339,175,347,183,1.0,Sylvestre Francois; French mathematician (1765-1843).
338,176,346,184,1.0,Sylvestre Francois; French mathematician (1765-1843).
341,174,349,182,1.0,Sylvestre Francois; French mathematician (1765-1843).
133,124,141,132,1.0,Heinrich Eduard von; German astronomer (1817-1904).
130,123,138,131,1.0,Heinrich Eduard von; German astronomer (1817-1904).
133,125,141,133,1.0,Heinrich Eduard von; German astronomer (1817-1904).
133,126,141,134,1.0,Heinrich Eduard von; German astronomer (1817-1904).
